P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_STUDENTEN
01994010;102;0.55
01994015;400;2.59
01996005;431;0.86
01996010;444;1.08
01998005;601;1.35
02625005;568;3.66
02625010;723;5.08
02625015;756;4.39
02625020;670;5.95
02625025;665;4.76
02625030;492;1.55
02625035;1194;3.36
02625040;577;4.06
02625045;983;3.28
02625050;342;2.3
02625055;442;1.54
02625060;449;1.26
02625065;528;5.63
02625070;572;3.96
02625075;628;6.61
02625080;633;3.49
02625085;215;0.67
02625090;410;1.89
02625095;381;3.89
02625100;224;2.71
02625105;415;2.18
02625110;623;0.9
02625115;561;1.06
02625120;571;1.44
02625125;217;3.51
02625130;257;5.85
02625135;510;2.82
02625140;330;5.18
02625145;579;3.74
02625150;720;4.4
02625155;258;4.14
02625160;298;5.33
02625165;155;1.7
02625170;356;1.43
02625175;139;1.11
02625180;370;5.59
02625185;262;2.73
02625190;573;1.08
02625195;457;1.2
02625200;207;3.44
02625205;164;1.96
02625210;179;1.6
02627005;290;1.75
02627010;155;0.9
02627015;161;1.22
02627025;138;1.39
02627030;149;1.44
02627035;136;3.18
02627040;183;1.43
02627045;73;2.12
02627055;160;0.7
02627060;151;0.77
02627065;186;2.09
02627070;227;1.21
02627075;243;1.11
02627080;161;1.5
02627085;200;1.62
02627090;160;0.82
02627095;170;0.82
02627100;248;1.5
02627110;221;2.23
02627120;224;0.98
02627125;217;1.06
02627130;448;2.3
02627135;163;1.96
02627140;134;1.22
02627145;60;0.74
02627150;42;1.91
02627155;120;0.58
02627160;143;1.57
02627165;24;1.15
02627170;149;1.16
02627175;22;0.41
02633005;229;1.28
02633010;215;1.29
02633015;168;1.49
02633020;231;1.02
02633025;405;1.09
02633040;188;1.72
02633045;163;1.01
02633050;105;1.3
02633055;164;3.94
02633060;43;1.33
02633065;300;2.27
02681010;347;1.08
02681020;889;1.7
02681025;231;1.31
02681030;459;1.46
02681035;255;1.02
02681040;97;0.7
02681050;158;0.75
02681055;237;1.06
02681060;343;0.95
02681065;171;2.1
02681070;581;0.91
02681075;495;5.25
02681080;693;5.02
02681085;356;1.04
02681090;35;0.85
02681095;161;1.33
02681100;61;0.7
02681105;178;1.05
02681110;24;0.8
02689005;143;1.19
02689010;194;1.04
02689015;220;1.09
02689020;388;0.99
02689025;241;1.09
02689030;430;1.47
02689035;303;1.16
02689040;165;1.92
02689045;134;0.57
02689050;266;1.83
02689055;548;1.41
02689060;593;1.65
02692005;569;2.19
02692010;131;1.13
02692015;98;2.36
02692020;164;4.25
02692025;808;1.9
02692030;157;1.75
02692035;140;2.52
02692040;145;0.58
02692050;516;1.44
02692055;244;2.24
02692065;104;0.69
02692070;68;1.29
02692075;9;0
02692080;113;1.71
02694005;215;0.77
02694010;697;1.6
02694015;213;1.09
02694020;128;0.44
02694025;189;2.44
02694030;200;1.56
02694035;210;1.79
02694040;189;1.29
02694060;218;0.94
02694065;203;1
02694070;273;1.85
02694075;191;2.23
02694080;298;1.4
02694090;166;2.09
02694095;186;1.73
02694105;48;0.93
02694110;25;0.7
02694115;120;0.97
02694120;76;1.19
02694125;109;0.96
02694130;93;2.68
02694135;102;0.82
02694140;122;1.51
02694145;27;1.85
02699005;152;0.98
02699010;944;4.33
02699015;57;2.59
02699020;87;0.88
02699025;326;1.94
02699040;233;1.71
02699045;203;1.49
02699060;141;4.87
02699065;96;0.63
02699070;29;0.32
02699075;149;1.31
02699080;16;0.44
02699085;426;0.99
02699090;129;1.17
02699095;51;1.39
02699100;254;3.07
02708005;355;1.89
02708010;114;0.65
02708015;561;1.44
02708020;125;0.61
02708025;230;1.88
02708030;181;1.99
02708035;337;0.72
02708040;156;1.13
02708045;890;3.85
02708050;181;4.99
02708055;255;4.12
02708060;140;2.88
02708065;388;2.04
02708070;145;1.16
02708075;122;2.35
02708080;541;3.22
02708085;118;0.46
02708090;225;3.47
02708100;593;4.59
02708105;114;5.71
02708110;118;1.29
02708115;205;1.08
02708120;517;1.38
02708125;298;4.94
02708130;173;1.27
02708135;451;2.12
02708140;75;3.3
02708145;150;1.43
02708150;117;1.34
02708155;160;1.58
02708160;141;1.82
02708165;532;1.51
02708170;202;1.52
02708175;632;1.03
02708180;256;0.83
02708185;159;1.2
02708190;113;1.34
02708195;433;1.29
02708200;550;1.14
02708205;501;5.1
02708210;418;3.27
02708215;804;5.64
02727005;618;1.62
02727010;316;1.67
02727015;247;1.38
02727020;1254;1.84
02727025;468;1.31
02730005;528;1.4
02730010;220;1.18
02730015;226;2.15
02730020;493;1.96
02730025;327;0.88
02730030;422;1.51
02730035;471;2
02730040;1311;5.73
02733010;62;1.95
02733015;178;1.84
02733020;596;0.85
02733025;670;4.36
02733030;143;1.04
02733035;907;1.17
02736005;162;1.23
02736010;112;1.05
02736015;290;0.93
02736020;162;1.95
02736025;314;1.58
02736030;696;2.15
02739005;525;1.02
02739010;180;0.96
02739015;579;1.56
02739020;356;1.01
02739025;264;1.52
02739030;181;1.5
02742005;623;1.26
02742010;105;1.15
02742015;580;1.42
02742020;192;1.72
02742025;185;1.3
02747005;305;1.83
02747010;237;1.55
02747015;239;1.67
02747020;523;2.19
02747025;612;2.9
02747030;196;2.13
02747035;293;2.38
02747045;239;2.52
02747050;123;2.43
02747055;14;3.98
02747060;64;2.87
02748005;222;0.87
02748010;253;1.32
02748015;581;2.48
02748020;378;0.79
02748025;188;1.44
02763005;471;1.7
02763010;536;1.07
02763015;469;2.11
02763020;774;1.43
02763025;523;0.71
02763030;334;1.89
02763035;526;8.94
02763040;397;6.42
02763045;286;7.84
02763050;528;7.34
02763055;367;3.37
02763060;289;1.93
02763065;397;1.87
02763070;349;3.11
02763075;343;4.84
02763080;499;5.34
02763085;297;3.05
02763090;670;4.38
02763095;307;4.99
02763100;499;2.85
02763105;248;4.84
02763110;307;6.48
02763115;392;4.61
02763120;328;2.7
02763125;311;5.86
02763130;234;3.28
02763135;275;4
02763140;153;5.06
02763145;207;4.16
02763150;600;3.31
02763155;403;4.1
02763160;303;2.58
02763165;584;3.39
02763170;510;2.29
02763175;469;5.94
02763180;234;1.19
02779005;461;1.13
02779010;472;1.23
02779015;335;1.04
02779020;973;2.48
02779025;792;1.54
02782005;537;1.47
02782010;702;1.6
02782015;719;1.34
02782020;87;0.77
02785005;294;2.95
02785010;172;1.88
02785015;1581;3.27
02785020;129;2.02
02785025;375;4.98
02788005;248;3.59
02788010;326;1.16
02788015;151;1.18
02788020;108;1.47
02788025;382;1.36
02788030;392;0.57
02788035;392;0.47
02791005;792;1.46
02791010;773;1.59
02791015;380;1.23
02791020;293;1.78
02791025;222;0.72
02794005;257;1.28
02794010;132;1.56
02794015;766;1.07
02794020;581;1.1
02796005;782;1.47
02797005;210;2.08
02797010;511;3.14
02799005;647;0.99
02826005;614;4.32
02826010;493;3.08
02826015;834;5.72
02826020;529;3.31
02826025;263;4.27
02826030;441;2.64
02826035;257;6.95
02826040;601;6.26
02826045;489;2.16
02826050;454;1.44
02826055;528;8.24
02826060;474;7.82
02826065;817;6.5
02826070;475;6.93
02826075;291;5.73
02826080;668;5.19
02826085;557;6.35
02826090;655;5.74
02826095;851;6.39
02826100;677;5.92
02826105;476;7.22
02826110;521;3.83
02826115;786;8.85
02826120;98;11.09
02826125;429;7.86
02826130;329;9.56
02826135;260;5.95
02827015;626;3
02827020;828;0.94
02827025;724;1.21
02827030;705;1.48
02827035;464;0.84
02827040;675;0.8
02827045;725;1.02
02827050;641;1.82
02827055;427;0.89
02827060;139;0.83
02827065;607;1.55
02827070;143;4.02
02827075;698;3.9
02827080;582;5.07
02827085;758;4.44
02828005;702;5.62
02828010;346;2.14
02828015;292;1.63
02828020;337;1.25
02828025;563;1.9
02828030;448;2.11
02828035;166;1.77
02828040;229;2.42
02828045;148;0.82
02828050;1397;1.7
02828055;211;1.74
02828060;857;1.16
02828065;456;1.34
02829010;382;1.56
02829015;277;1.19
02829020;232;1.03
02829025;340;3.72
02829030;400;0.97
02829035;241;0.5
02829040;146;1.07
02829045;153;2.57
02829050;291;1.27
02829060;219;1.09
02829065;561;1.81
02829070;232;0.93
02829075;233;0.67
02829080;25;1.85
02829085;553;1
02829090;37;0.6
02894005;179;0.97
02894010;219;2.12
02894015;488;2.94
02894020;133;1.5
02894025;643;1.32
02894030;197;1.52
02894035;634;1.7
02894040;316;0.93
02894045;133;2.4
02894055;168;0.95
02894060;31;0.89
02894065;234;1.9
02899005;272;2.49
02899010;342;1.31
02899015;399;1.78
02899020;276;0.97
02899025;207;0.82
02899030;530;1.68
02906005;204;2.01
02906010;210;1.25
02906015;133;1.04
02906020;208;1.67
02906040;243;0.83
02906045;141;0.53
02906055;119;1.28
02906060;310;1.4
02906065;133;0.63
02906070;316;5.58
02906075;436;1.4
02906080;985;3.36
02906085;753;0.79
02906090;313;0.77
02906095;601;0.91
02906100;630;3.03
02906105;513;0.74
02906115;123;0.57
02906120;136;2.07
02906125;171;1.03
02906135;270;0.79
02906145;201;0.83
02906150;288;1.61
02906155;122;1.01
02906160;458;1.69
02906165;98;0.65
02906170;168;0.74
02906175;72;1.58
02906180;107;0.91
02906185;103;1.12
02906195;91;0.88
02923005;357;1.8
02923010;137;2.75
02923015;156;0.81
02923020;705;1.05
02923025;162;0.78
02923030;729;1.49
02923035;124;1.26
02923040;151;0.74
02923045;131;1.2
02929005;481;3.24
02929010;145;1.62
02929015;210;1.89
02929020;431;4.8
02929025;177;0.69
02929030;212;0.93
02929035;241;0.77
02929040;212;0.84
02929045;320;1.16
02943005;676;4.35
02943010;60;0.67
02943015;192;0.57
02943020;248;1.01
02943025;881;4.24
02943030;200;6.71
02943035;333;1.21
02943040;688;3.27
02943045;564;2.6
02943050;223;1.36
02943055;406;5.2
02943060;411;5.52
02943065;773;5.88
02943075;331;1.07
02943080;528;5.85
02943085;571;5.12
02943090;428;3.06
02943095;70;4.28
02943100;517;2.71
02943105;235;1.77
02943110;466;1.67
02943115;559;1.18
02943120;359;3.08
02943125;473;1.41
02943130;54;8.82
02943135;219;6.22
02943140;143;5.73
02943145;55;4.85
02943150;84;6.72
02943160;129;0.69
02943165;440;0.97
02943170;103;0.87
02943175;18;2.71
02943180;133;0.86
02943185;268;0.97
02943190;18;0.33
02943195;63;0.46
02943200;48;1.3
02943205;31;1.09
02943210;40;0.33
02953005;587;1.84
02953010;676;2
02953015;373;1.78
02953020;161;0.72
02953025;596;1.19
02953030;185;0.65
02953035;199;2.02
02956005;354;1.02
02956010;228;2.96
02956015;152;1.37
02956020;438;1.05
02956025;152;1.04
02957005;1060;1.43
02957010;193;0.94
02957015;323;0.56
02957025;564;0.98
02957030;100;0.94
02957035;49;0.71
02959005;262;1.49
02959010;723;1.47
02959015;433;0.68
02959020;350;0.89
02959030;91;0.47
02959035;95;0.58
02977005;266;2.34
02977010;939;1.71
02977015;803;4.14
02977020;751;3.56
02977025;516;1.77
02977030;379;1.4
02977035;713;3.56
02977040;645;3.85
02977045;321;1.38
02977050;523;3.3
02977055;490;2.64
02977060;367;7.02
02977065;508;0.76
02977070;513;2.76
02977075;116;3.01
02977080;694;3.44
02977085;643;5.01
02977090;593;6.54
02977095;648;1.63
02977100;571;3.59
02977105;967;3.59
02977110;607;2.43
02977115;384;8.01
02977120;407;0.58
02977125;684;2.02
02977130;504;2.5
02977135;301;3.27
02977140;423;0.93
02977145;466;2.88
02977150;329;1.38
02977155;441;1.97
02977160;651;1.9
02977165;338;2.06
02977170;306;1.66
02977175;581;5.25
02977180;661;1.65
02977185;36;1.2
02977190;549;4.94
02977195;313;3.65
02977200;267;4.95
02977205;240;3.44
02977210;268;5.35
02977215;251;3.74
02977220;711;4.99
02977225;435;5.5
02977230;372;1.98
02977235;459;4.05
02977240;191;4.23
02979005;300;2.13
02979010;159;1.47
02979015;265;3.33
02979020;206;3.21
02979025;181;0.56
02979030;176;2.32
02979035;214;1.54
02979040;150;5.2
02979045;131;0.87
02979050;179;1.35
02979060;86;0.94
02979065;246;0.47
02979070;179;2.85
02979075;4;7.02
02991005;226;4.95
02991010;433;2.97
02991015;252;2.61
02991020;313;1.24
02991025;226;5.42
02991030;312;0.94
02991035;290;1.35
02991040;686;5.26
02991045;146;3.59
02991050;138;1.63
02991055;789;4.38
02991065;229;2.27
02991070;436;0.6
02994005;457;0.55
02994010;142;0.32
02994015;279;0.61
02994020;1222;3.41
02994025;640;2.41
02994030;114;2.09
02994035;152;3.6
02994040;248;0.81
02997005;183;1.54
02997010;191;2.31
02997015;183;1.3
02997020;192;1.61
02997025;291;0.49
02997030;1022;1.72
02997035;147;1.73
02997040;171;0.89
02999005;22;0.98
02999015;172;1.03
02999020;214;1.45
02999025;445;1.89
02999030;260;1.59
02999035;418;1.64
02999040;460;1.18
02999045;507;0.97
02999050;217;1.11
03042005;351;1.36
03042010;722;2.6
03042015;181;2.24
03042020;78;0.66
03042025;847;4.13
03042030;358;2.16
03042035;905;3.7
03042040;160;2.83
03042045;754;5.53
03042050;615;2.31
03042055;879;3.26
03042060;335;0.81
03042065;430;3.89
03042070;831;3.74
03042075;772;1.54
03042080;201;0.69
03042085;756;4.74
03042090;139;1.58
03044005;711;3.81
03044010;553;4.41
03044020;302;2.85
03044025;872;4.05
03044030;343;4.41
03044035;330;3.98
03044040;970;3.44
03044045;349;4.4
03044050;616;4.93
03044055;545;2.11
03044060;278;3.95
03044065;502;4.41
03044070;246;5.29
03044075;343;7.05
03044080;700;6.24
03044085;358;6.37
03044090;419;4.88
03044095;1136;6.88
03044100;147;5.64
03046005;5;7.39
03046010;368;4.58
03046015;652;3.02
03046020;659;3.73
03046025;384;4.73
03046030;393;5.02
03046035;397;2.18
03046040;801;3.19
03046045;1228;3.74
03046050;956;2.51
03046055;563;5.25
03046060;281;3.9
03046065;1065;5.7
03046070;420;5.16
03046075;308;6.52
03046080;709;1.77
03046085;637;3.49
03046090;453;4.15
03046095;184;3
03046100;253;2.54
03046105;130;1.62
03048005;284;1.64
03048010;429;1.8
03048015;640;1.61
03048020;614;1.04
03048025;331;1.5
03048030;539;2.92
03048035;448;4.38
03048040;941;1.67
03048045;472;2.7
03048050;571;5.21
03048055;244;5.5
03048060;490;1.99
03048065;400;2.11
03048070;508;3.87
03048075;369;4.36
03048080;166;3.81
03048085;233;4.82
03050010;259;2.47
03050015;750;2.38
03050020;408;2.91
03050025;177;2.9
03050030;539;1.44
03050035;366;3.88
03050040;648;2.83
03050045;189;3.1
03050050;527;3.24
03050055;735;3.75
03050060;48;2.63
03050065;583;2.02
03050070;340;4.14
03050075;585;3.69
03050080;336;3.41
03050085;418;0.49
03050090;130;4.55
03050095;187;2.84
03050100;294;3.61
03050105;226;4.83
03051005;625;1.98
03051010;1352;1.99
03051015;842;4.29
03051020;644;1.46
03052005;541;1.48
03053005;146;1.42
03053010;233;1.26
03054005;852;2.79
03054010;254;4.38
03055005;27;1.41
03055010;1666;3.95
03058005;365;2.37
03058010;237;1.98
03058015;242;3.9
03058020;184;1.31
03058025;291;1.18
03058030;190;1.76
03058035;230;2.54
03058040;200;1.58
03058045;190;3.12
03058050;324;1.17
03096005;349;2.1
03096010;1267;3.08
03096015;397;3.4
03096020;217;2.89
03096025;287;2.21
03096030;172;0.93
03096040;177;0.75
03096045;205;1.24
03096050;639;2.18
03096060;140;1.47
03096065;35;0.16
03096070;252;1.34
03096075;93;6.24
03099005;188;1.31
03099010;294;1.74
03099015;169;6.12
03099020;283;3.88
03099025;208;3.99
03099030;208;3.58
03099035;317;3.23
03099040;849;5.69
03099045;370;3.86
03099050;116;2.22
03099055;298;1.26
03099060;322;4.06
03099065;201;1.63
03099070;181;1.83
03099075;272;2.06
03103005;148;1.75
03103010;145;1.63
03103015;494;2.65
03103020;132;1.09
03116005;307;1.17
03116010;874;2.37
03116015;136;1.11
03116020;281;1.1
03116025;140;0.79
03116030;226;1.45
03116035;381;1.11
03116040;132;1.92
03116045;138;0.92
03116050;157;1.95
03119005;154;0.72
03119010;782;2.31
03119015;442;1.62
03119020;546;1.43
03130005;209;1.84
03130010;347;1.64
03130015;161;1.83
03130020;203;1.9
03130030;157;0.89
03130035;907;3.9
03130040;1112;3.92
03130045;696;2.8
03130050;328;2.87
03130055;148;1.13
03130060;675;1.59
03130065;845;4.42
03130070;709;2.79
03130075;643;1.43
03130080;53;0.57
03130085;363;5.83
03130090;390;5.1
03130095;138;1.96
03130100;289;1.69
03130105;284;1.16
03130110;639;2.25
03130115;182;0.72
03130120;273;0.93
03130125;280;0.94
03130130;333;2.07
03130135;154;2.87
03130140;248;2.03
03130145;349;0.75
03130150;175;1.18
03130155;959;1.43
03130165;170;0.54
03130170;120;0.64
03130190;157;1.75
03130195;67;0.3
03130200;471;1.32
03130205;59;1.19
03130210;88;2.62
03130215;44;0.44
03130220;144;1.2
03130225;169;0.87
03130230;140;0.92
03130240;101;1.18
03130245;17;2.09
03149005;156;1.17
03149010;883;1.39
03149015;1057;4.18
03149020;874;2.55
03149025;781;0.98
03149030;491;1.01
03149035;680;5.15
03149040;1003;6.59
03149045;1014;5.76
03149050;366;2.29
03149055;621;5.04
03149060;573;4.27
03149065;585;5.93
03149070;355;2.5
03149075;376;0.71
03149080;191;0.72
03149085;185;2.01
03149095;159;1.31
03149100;138;1.61
03149110;176;1.35
03149115;273;1.36
03149120;117;2.15
03149125;83;1.59
03149130;102;0.48
03149135;432;5.91
03159005;485;2.2
03159010;214;0.53
03159015;714;2.45
03159020;333;1.16
03159025;373;1.06
03159030;150;0.51
03159035;249;1.16
03172005;406;0.55
03172010;261;1.71
03172015;373;2.51
03172020;214;1.74
03172025;87;1.64
03172030;256;2.54
03172035;679;1.86
03172040;225;0.66
03172045;402;3.09
03172050;530;3.72
03172055;148;1.09
03172060;224;3.66
03172065;459;3.2
03172070;394;1.71
03172075;354;1.56
03172080;82;1.78
03172085;209;1.93
03172090;578;4.1
03172095;1022;1.62
03172100;153;1.92
03172105;444;4.51
03172110;620;5.51
03172115;655;3.57
03172120;196;1.2
03172125;324;2.6
03172130;98;1.03
03172135;244;1.97
03172150;197;0.85
03172155;215;0.92
03172165;234;0.81
03172170;284;0.78
03172175;33;0.98
03172180;109;1.15
03172185;81;2.64
03172190;262;2.39
03172195;97;0.7
03172200;185;3.25
03185005;324;0.67
03185010;213;1.37
03185015;236;2.79
03185020;460;1.87
03185025;624;0.9
03185030;343;3.02
03185035;264;2.39
03185040;537;5.1
03185045;328;0.76
03185050;216;5.52
03185055;186;1.04
03185065;154;0.9
03185070;349;0.92
03185075;38;2.44
03185080;113;1.55
03197005;182;0.65
03197010;572;2.13
03205005;138;1.03
03205010;127;0.91
03205015;777;2.17
03205020;1093;4.28
03205025;251;1.39
03205030;380;0.8
03205035;240;1.27
03205045;117;0.51
03205050;114;0.55
03205055;173;1.11
03205060;255;0.44
03205065;246;1.96
03205070;231;1.66
03205075;24;2.3
03205080;101;0.38
03222005;440;4.76
03222010;338;2.23
03222015;468;2.2
03222020;798;3.59
03222025;1001;6.03
03222030;486;5.05
03222035;235;7.22
03222040;1096;2.64
03222045;102;2.94
03222050;865;1.57
03222055;225;1.64
03222060;340;1.14
03222065;233;2.19
03222070;196;0.56
03222075;83;2.63
03222080;170;2.69
03222085;215;0.55
03222090;180;1.27
03222095;161;2.45
03222100;250;1.75
03226005;571;4.94
03226010;489;3.73
03226015;155;0.68
03226020;653;1.43
03226025;536;3.01
03226030;257;3.67
03226035;120;1.08
03226040;209;0.88
03226045;178;0.79
03226050;222;1.84
03226055;143;0.78
03226060;133;0.59
03226065;299;1.16
03229005;105;2.03
03229010;385;1.38
03229015;630;1.61
03229020;122;0.65
03229025;78;0.3
03229030;212;1.33
03229040;115;0.97
03229045;19;0.45
03238010;481;1.89
03238015;600;1.15
03238020;549;0.88
03238025;705;5.47
03238030;781;3.17
03238035;307;4.47
03238040;263;1.64
03238045;106;1.23
03238050;459;5.23
03238055;542;6.03
03238060;676;4.42
03238065;882;2.66
03238070;301;0.95
03238075;240;0.8
03238080;377;0.74
03238085;213;0.85
03238090;597;4.72
03238095;777;4.7
03238100;288;0.68
03238105;192;0.77
03238115;83;1.05
03238120;192;2.75
03238125;176;1.2
03238135;534;1.92
03238140;88;0.91
03238145;210;0.69
03238150;191;1.11
03238155;138;0.83
03238160;417;3.99
03238165;280;1.1
03238170;145;2.93
03238175;105;1.15
03238180;110;1.52
03238185;113;0.87
03238190;104;0.67
03238196;100;0.73
03238200;83;4.96
03238205;71;0.68
03246005;623;1.27
03246010;49;0.95
03249005;75;0.95
03249010;156;0.7
03249015;188;1.85
03249020;610;1.42
03249025;140;0.99
03249030;125;1.69
03249035;174;2.34
03253005;576;1.3
03253010;247;2.77
03253015;154;0.55
03253020;550;3.45
03253025;561;3.09
03253030;146;3.06
03253035;181;1.08
03253040;426;2.52
03253045;335;1.01
03253050;118;0.75
03253055;94;0.71
03253060;43;0.41
03253065;358;1.21
03253070;197;0.85
03253075;151;1.18
03253080;117;1.76
03253085;121;0.64
03253090;231;1.2
03253095;526;1.96
03253100;179;1.27
03253105;108;1.53
03253110;365;1.38
03253115;177;0.81
04103005;958;6.74
04103010;387;6.14
04103015;562;6.36
04103020;831;7.92
04103025;498;6.77
04103030;356;7.05
04103035;1126;6.77
04103040;705;6.5
04103045;284;7.86
04103050;599;7.23
04103055;367;6.91
04103060;149;2.44
04103065;537;6.75
04103070;831;4.88
04103075;288;7.13
04105005;766;5.63
04105010;653;8
04105015;444;3.8
04105020;702;6.21
04105025;507;2.58
04105030;331;2.77
04105035;509;3.51
04105040;295;3.45
04105045;402;3.71
04105050;437;7.06
04105055;894;8.56
04105060;444;4.84
04105065;531;4.41
04105070;342;9.27
04105075;457;3.71
04105080;396;7.1
04105085;856;4.05
04105090;615;2.67
04105095;80;5.83
04105100;463;3.33
04107005;639;5.49
04107010;848;8.47
04107020;537;4.2
04107025;682;2.71
04107030;851;3.92
04107035;493;3.85
04107040;374;6.71
04107045;642;5.94
04107050;589;4.18
04107055;408;7.63
04107060;253;4.88
04107065;494;5.32
04107070;46;7.71
04107075;647;6.59
04107085;289;7.76
04109005;539;7.43
04109010;366;5.61
04109015;901;6.75
04109020;865;5.36
04109025;1454;5.48
04109030;389;3.69
04109035;868;7.46
04109040;435;5.12
04109045;488;11.28
04109050;671;6.53
04109055;586;10.62
04109060;456;5.11
04129005;189;5.59
04129010;138;4.57
04129015;309;4.85
04129020;588;5.04
04129025;355;4.89
04129030;624;4.76
04129035;238;4.21
04129040;579;2.2
04129045;744;3.23
04129050;1026;8.74
04129055;226;3.15
04129060;184;2.26
04129065;473;5.01
04129070;741;3.37
04129075;400;6.92
04129080;381;3.02
04129085;334;4.24
04155005;590;4.67
04155010;109;5.37
04155015;402;7.62
04155020;762;5.63
04155025;880;3.4
04155030;628;3.66
04155035;570;4.37
04155040;297;2.27
