P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_ALTER_18_29
10997090;728;34.9
10997095;789;34.01
10997105;521;32.76
10997110;644;25.64
10999005;788;20.46
10999010;851;31.29
10999015;214;41.72
10999025;825;34.88
10999030;666;32.61
10999035;848;27.09
10999040;573;28.39
10999045;1239;36.06
10999050;538;23.44
10999055;930;30.55
10999060;560;29.13
10999065;811;37.87
10999075;713;20.75
10999095;23;19.43
10999100;223;21.32
10999105;1244;29.44
10999110;870;29.55
10999115;355;26.77
10999120;635;26.38
12043005;834;34.01
12043010;133;44.69
12043015;298;30.36
12043020;802;29.9
12043025;668;29.95
12043030;581;34.99
12043035;870;35.55
12043045;370;33.19
12043050;267;18.01
12043055;580;22.49
12043060;1127;26.13
12043065;656;28.58
12043070;108;22.03
12045005;195;32.36
12045010;1135;31.73
12045015;343;31.41
12045020;972;33.1
12045025;237;25.78
12045030;767;35.03
12045040;699;38.4
12045045;1043;18.42
12045050;301;19.09
12045055;1236;32.15
12045060;622;32.01
12045070;41;21.91
12045075;232;12.61
12045080;138;26.29
12047005;355;36.84
12047010;1103;32.38
12047015;964;35.27
12047020;66;28.65
12047025;523;35.61
12047030;740;32.31
12047035;467;25.52
12047040;294;26.12
12047045;1251;25.01
12047050;374;38.63
12047055;273;35.87
12047060;342;42.36
12047065;978;26.83
12047075;559;33.58
12047080;39;42.16
12049005;279;38.83
12049010;142;31.03
12049015;769;30.8
12049020;234;19.99
12049025;295;26.61
12049030;505;30.2
12049035;844;29.4
12049040;915;44.36
12049045;499;34.52
12049050;1337;36.01
12049055;1464;30.38
12049060;561;28.79
12049065;88;24.72
12049070;973;35.01
12049075;481;38.48
12049080;406;36.44
12049085;164;30.47
12051005;1540;35.91
12051010;90;20.49
12051015;790;26.63
12051020;732;33.63
12051025;129;22.31
12051030;996;32.47
12051035;44;28.84
12051040;277;24.64
12051045;887;28.72
12051050;501;28.65
12051055;563;25.18
12051065;1779;20.47
12051070;937;22.97
12051075;956;26.91
12051080;1046;23.39
12051085;68;19.52
12053005;456;36.13
12053010;1124;33.1
12053015;373;29.72
12053020;934;29.94
12053025;536;39.2
12053030;649;22.34
12053035;50;26.31
12053040;518;21.1
12053045;650;21.41
12053050;711;29.81
12053055;1494;28.21
12053060;439;16.8
12053075;566;21.59
12055005;416;25.98
12055010;962;31.33
12055015;723;25.36
12055020;234;25.73
12055025;418;29.71
12055030;1123;25.71
12055035;678;32.3
12055040;760;34.67
12055045;836;30.76
12055050;438;36.76
12057005;1024;17.22
12057010;626;16.86
12057020;572;13.73
12057025;481;11.12
12057030;339;13.88
12057035;609;19.23
12057040;813;16.89
12057045;401;17.6
12057050;1380;25.72
12057055;215;23.06
12059005;705;21
12059010;379;15.04
12059015;590;18.63
12059020;1049;29.65
12059025;329;17.83
12059030;784;25.56
12059035;610;24.61
12059040;392;12.96
12059045;694;26.84
12059050;421;24.4
12059055;96;12.83
12059060;811;19.13
12059065;812;30.45
12059070;150;26.71
12059075;248;39.12
12059080;363;24.85
12099005;881;24.83
12099010;1268;20.89
12099015;382;14.46
12099020;335;13.15
12099025;971;11.92
12099030;537;22.79
12099035;410;20.14
12099040;732;24.77
12099045;735;24.25
12099050;1107;17.62
12099055;250;23.6
12099060;109;28.41
12099065;324;17.74
12101005;668;19.14
12101010;806;17.86
12101015;552;8.25
12101020;545;10.94
12101025;508;9.11
12101030;643;17.47
12101035;741;11.83
12101040;572;10.55
12101045;637;9.89
12101050;592;9.16
12101055;562;14.15
12101060;475;12
12101065;655;11.23
12103005;399;17.76
12103015;724;14.75
12103020;95;12.23
12103025;1023;13.29
12103030;833;12.42
12103035;771;13.45
12103040;597;14.58
12103045;688;15.11
12103050;367;18.96
12103055;662;13.13
12103060;574;15.81
12103070;583;16.43
12103075;1421;22.29
12103080;800;19.09
12103085;218;31.61
12103090;477;12.12
12103095;612;15.67
12105005;949;14.03
12105010;472;7.07
12105020;482;17.33
12105025;628;14.02
12105030;245;13.22
12105035;784;12.3
12105040;899;10.14
12105045;532;11.12
12105050;562;13.45
12105055;155;15.5
12105060;1040;13.86
12105065;629;15.94
12105070;183;11.01
12105075;1063;14.4
12105080;635;15.77
12105100;623;10.19
12105105;457;12.03
12105110;331;7.82
12105115;524;14.24
12105120;619;12.51
12105125;534;13.41
12105130;508;14.41
12107010;346;15.86
12107015;337;11.53
12107020;394;15.1
12107025;705;13.24
12107030;798;11.28
12107035;735;11.46
12107040;1030;12.8
12107045;472;9.89
12107050;1520;22.31
12107055;587;7.54
12107060;585;9.09
12107065;874;10.23
12107070;1012;10.6
12107075;298;8.63
12107080;830;8.21
12109005;132;22.95
12109010;1205;13.56
12109016;540;8.91
12109017;128;12.2
12109020;374;11.58
12109025;922;8.91
12109030;1147;12.43
12109035;721;15.93
12109040;502;19.29
12109045;517;10.72
12109050;533;11.52
12109055;1146;11.92
12109061;700;12.9
12109062;43;17.82
12109065;110;10.38
12157005;607;19.46
12157010;442;18.7
12157015;286;17.54
12157020;605;12.55
12157025;797;14.16
12157030;285;15.43
12157035;37;19.4
12157040;682;17.18
12157045;549;17.32
12157050;704;17.62
12157055;552;19.4
12157060;306;19.55
12157065;344;16.53
12157070;455;11.4
12157075;386;14.41
12157080;176;10.75
12157085;999;14.43
12157090;439;18.2
12157095;945;13.69
12157100;278;16.05
12157105;124;12.88
12159010;414;10.58
12159015;772;10.99
12159020;772;12.76
12159025;255;13.35
12159030;473;13.19
12159035;618;17.9
12159040;469;8.73
12159050;560;12.43
12159055;830;15.05
12159060;371;10.49
12159065;418;11.96
12159070;548;16.56
12159075;842;14.44
12159080;404;14.22
12159085;174;14.97
12161005;443;17
12161010;222;14.14
12161015;65;12.97
12161020;159;10.85
12161025;224;12.85
12161030;509;16.81
12161035;126;14.59
12161040;1110;17.79
12161045;100;12.39
12161050;873;12.28
12161055;361;8.83
12161060;1278;15.04
12161070;307;18.78
12161075;376;12.06
12161080;269;19.16
12161085;362;12.54
12161090;393;14.02
12161095;284;17.81
12161100;873;16.2
12161105;425;20.19
12161110;573;19.07
12161115;468;18.02
12163005;217;7.19
12163010;695;11.73
12163015;590;9.82
12163020;127;10.45
12163025;395;18.98
12163030;857;15.53
12163035;1148;24.82
12163040;595;22.54
12163045;746;15.68
12163050;753;15.97
12163055;407;17.61
12163060;114;17.65
12163065;1108;16.78
12163070;655;16.31
12163075;392;15.28
12163080;328;20.53
12163085;586;20.48
12163090;444;18.04
12163095;516;22.28
12163100;227;18.25
12165005;309;8.89
12165010;979;17.56
12165015;560;9.46
12165020;659;18.44
12165025;206;13.94
12165030;127;20.31
12167005;613;26.19
12167010;269;16.84
12167015;262;14.1
12167020;740;15.23
12167025;828;15.31
12167030;294;18.23
12167035;727;17.73
12167040;609;15
12167045;695;16.17
12167050;1022;15.39
12167055;933;15.94
12167060;718;15.73
12167065;639;15.89
12167070;274;19.62
12167075;703;13.24
12167080;665;12.66
12167085;686;11.89
12167090;297;13.76
12169005;119;24.69
12169010;96;8.78
12169015;910;17.43
12169020;629;17.63
12169025;303;11.81
12169030;625;15.86
12169035;580;17.77
12169040;896;13.67
12169045;435;15.58
12169050;653;15.04
12169055;490;13.25
12169060;698;14.74
12169065;773;10.41
12169070;798;18.98
12169075;260;11.69
12169080;368;10.12
12169085;413;14.88
12169090;67;16.09
12203005;277;9.57
12203010;719;11.46
12203015;549;18.67
12203020;352;11.86
12203025;907;15.13
12203030;244;10.88
12203035;698;15.73
12203040;326;7.71
12203045;774;11.18
12203050;632;7.23
12203055;448;11.98
12203060;437;13.67
12203065;667;13.32
12203070;566;12.91
12203075;427;12.4
12203080;394;21.92
12203085;917;13.3
12203090;394;17.74
12203095;1749;23.07
12205005;475;4.27
12205010;1444;9.43
12205015;194;8.83
12205020;754;7.03
12205025;691;8.65
12205030;538;9.86
12205035;381;13.17
12205040;1233;12.08
12205045;391;6.14
12205050;909;8.77
12205055;513;10.74
12205060;167;11.73
12205066;34;9.17
12207005;796;16.67
12207010;844;11.62
12207015;976;20.14
12207025;659;12.76
12207030;641;10.68
12207035;519;8.91
12207040;478;9.43
12207045;628;9.3
12207050;755;14.46
12207055;1254;13.66
12207060;460;12.49
12207065;767;10.24
12207070;549;13.57
12207075;498;12.17
12207080;236;8.08
12207085;632;11.61
12207090;478;19.21
12207095;696;10.84
12209005;203;10.35
12209010;195;7.17
12209015;448;5.17
12209020;475;9.21
12209025;677;7.41
12209030;847;14.11
12209035;433;15.29
12209040;804;10.58
12209045;627;10.74
12209050;789;15.74
12209055;254;6.79
12209060;917;8.92
12209065;461;12.16
12209070;801;12.7
12209075;304;13.18
12247005;261;12.24
12247010;763;12.91
12247015;186;18.57
12247020;83;18.71
12247025;850;12.78
12247030;464;10.99
12247035;454;10.9
12247040;676;12.4
12247045;615;12.24
12247050;658;11.83
12247055;512;16.71
12247060;817;11.75
12247065;745;8.9
12247070;615;14.28
12247075;388;18.74
12247080;1251;13.91
12247085;229;20.16
12247090;844;17.79
12247100;341;9.23
12247105;502;8.87
12249005;707;7.09
12249010;328;13.98
12249015;441;15.83
12249020;693;12.59
12249025;844;10.11
12249030;624;7.8
12249035;657;10.91
12249040;158;12.18
12249045;466;6.9
12249050;608;12.53
12249055;887;14.57
12249060;599;11.53
12249065;842;9.23
12249070;581;10.44
12249075;521;23.46
12249080;684;13.33
12249085;331;16.95
12249090;478;15.27
12249095;744;15.34
12249100;983;13.17
12249105;108;7.9
12277005;283;10.83
12277010;727;11.69
12277015;628;10.49
12277020;1279;8.67
12277025;312;11.5
12277030;900;12.45
12277035;683;9.38
12277040;831;13.15
12277045;950;10.68
12277050;336;7.34
12277055;56;14.37
12277060;168;30.36
12279005;12;7.56
12279010;673;13.76
12279015;327;13.67
12279020;439;7.12
12279025;874;10.81
12279030;519;9.13
12279035;1650;15.63
12279045;994;14.67
12279050;419;14.44
12279055;763;11.01
12279060;1265;11.9
12279065;35;7.34
12279070;341;9.9
12279075;219;7.82
12305005;534;12.3
12305010;650;8.95
12305015;714;7.74
12305020;844;12.51
12305025;475;11.85
12305030;519;11.51
12305035;749;9.37
12305040;709;9.27
12305045;882;9.16
12305050;739;9.41
12305055;306;9.86
12305060;591;11.3
12305065;1253;11.84
12305070;262;9.51
12305075;578;11.48
12305080;44;16
12305085;199;19.96
12305090;223;16.29
12305100;965;13.71
12305105;245;14.77
12307005;131;8.48
12307010;132;10.72
12307015;1090;10.81
12307020;594;8.78
12307025;836;10.08
12307030;751;12.85
12307035;328;13.52
12307040;1253;9.69
12307045;606;10.53
12307050;133;13.92
12307055;712;9.91
12309005;930;15.34
12309010;201;10.58
12309015;1089;14.83
12309020;608;9.8
12309025;581;18.25
12309030;634;11.13
12309035;456;10.57
12309040;434;11.57
12309045;657;11.36
12309050;215;12.95
12309055;643;12.43
12309060;598;8.98
12309065;765;8.95
12309070;935;11.39
12347010;570;18
12347015;714;19.19
12347020;102;18.28
12347025;1051;20.62
12347030;300;17.44
12347035;370;14.07
12347040;773;11.57
12347045;848;11.23
12347050;289;14.99
12347055;628;12.82
12347060;952;17.4
12347065;325;13.94
12347070;672;14.6
12347075;156;12.41
12347080;223;13.38
12347085;582;15.34
12347090;473;8.43
12347095;812;15.85
12349010;657;16.51
12349015;408;7.29
12349020;326;30
12349025;185;12.55
12349030;1080;8.04
12349035;659;9.08
12349040;101;12.81
12349045;33;15.81
12349050;793;9.99
12349055;1499;12.39
12349060;664;7.27
12349065;408;10.29
12349070;1177;13.08
12349075;616;8.34
12349080;914;11.11
12349085;348;10.81
12349090;700;10.9
12349095;757;9.46
12349100;674;13.69
12351005;824;11.36
12351010;407;8.09
12351015;424;8.34
12351020;1095;11.38
12351025;396;15.79
12351030;386;17.27
12351040;218;7.75
12351045;583;8.86
12351050;860;6.03
12351055;257;11.35
12351060;603;12.78
12351065;418;13.66
12351070;520;10.56
12351075;156;10.45
12351080;910;11.18
12351095;315;10.28
12351100;372;7.51
12351105;381;7.67
12351110;309;10.9
12351115;346;9.28
12351120;38;29.8
12351125;301;8.25
12351130;96;11.41
12353005;528;23.56
12353010;252;22.43
12353015;669;19.54
12353020;260;7.73
12353025;1;9.55
12353030;994;13.03
12353035;410;7.64
12353040;45;6.75
12353045;630;9.42
12353050;702;14.77
12353055;774;15.63
12353060;508;11.35
12353065;933;11.53
12353070;1264;19.86
12353080;17;12.16
12353085;1800;10.92
12353095;464;8.85
12353100;435;6.76
12353105;1159;14.49
12353110;197;7.68
12353115;985;9.58
12353120;354;13.5
12353125;143;20.66
12353130;383;16.15
12353135;458;7.17
12353140;320;18.97
12353145;421;17.01
12353150;467;11
12353155;81;8.43
12355005;317;7.55
12355010;793;10
12355015;508;11.27
12355020;1063;17.41
12355025;450;13.41
12355030;574;9.18
12355035;822;9.36
12355040;767;10.26
12355045;576;9.67
12355050;104;7.42
12355055;5;5.78
12355060;1210;11.25
12355065;547;9.99
12355070;458;14.27
12355075;324;8.71
12355085;950;9.45
12355090;468;9.69
12355095;359;9.87
12355100;611;8.34
12355105;526;9.19
12355110;428;12.16
12355115;485;16.77
12355120;652;13.22
12355125;277;8.14
12355130;450;7.89
12357005;360;8.18
12357010;82;7.77
12357015;486;9.81
12357020;677;8.98
12357025;469;8.34
12357030;764;12.51
12357040;237;8.89
12357045;601;9.78
12357055;1031;12.05
12357060;803;9.91
12357065;789;10.6
12357070;630;9.73
12357075;357;9.18
12357080;97;9.82
12357085;95;9.64
12359005;238;18.46
12359010;953;11.35
12359015;362;10.27
12359020;311;11.28
12359025;648;14.64
12359030;964;15.54
12359035;591;14.28
12359040;551;8.41
12359045;660;13.34
12359050;930;13.04
12359055;232;8.44
12359065;571;13.14
12359070;98;10.31
12359075;892;17.2
12359080;781;10.29
12359085;99;13.68
12359095;24;5.13
12359100;716;10.59
12359105;227;6.14
12359110;1134;8.12
12359115;104;9.54
12435005;666;29.4
12435010;491;20.37
12435015;588;19.48
12435020;706;56.73
12435025;1063;32.42
12435030;238;36.04
12435040;494;16.88
12435045;731;16.96
12435050;591;15.38
12435055;474;13.83
12435060;771;15.6
12435065;281;11.36
12435070;562;22.33
12435075;1057;33.12
12435080;647;39.33
12437005;597;14.88
12437010;727;13.23
12437015;194;19
12437020;681;23.83
12437025;389;19.11
12437030;475;15.16
12437035;478;13.14
12437040;855;25.61
12437045;447;20.23
12437050;401;10.6
12437055;533;9.81
12437060;595;11.67
12437065;612;20.53
12437070;606;13.21
12437075;712;23.55
12437080;313;23.4
12437085;658;26.35
12437090;533;17.55
12437095;580;12.26
12437100;1472;9.52
12439005;1228;32.77
12439010;490;14.09
12439015;507;22.27
12439020;760;13.79
12439025;700;20.03
12439030;274;12.86
12439035;1210;9.43
12439040;235;6.96
12439045;224;12.79
12459005;753;23.91
12459010;131;27.05
12459015;1108;28.54
12459020;598;32.48
12459025;1080;39.33
12459030;444;31.21
12459035;653;14.95
12459040;534;13.55
12459045;869;21.25
12459050;231;36.38
12459055;596;21.86
12459060;188;28.79
12459065;857;13.97
12459070;571;35.64
12459075;362;36.23
12459080;892;28.54
12459085;763;17.36
12487005;709;8.09
12487010;350;9.19
12487015;391;13.98
12487020;593;14.49
12487025;901;14.53
12487030;389;16.47
12487040;981;15.56
12487045;542;21.63
12487050;586;16.42
12487055;531;8.07
12487060;864;10.67
12487065;1324;9.71
12487070;646;7.37
12487075;1256;9.15
12487080;752;10.16
12489005;526;9.1
12489010;1154;19.96
12489015;497;23.06
12489020;600;8.37
12489025;539;10.26
12489030;621;13.18
12489035;635;15.45
12489040;695;17.52
12489045;1016;15.12
12489050;460;21.76
12489055;1051;22.5
12489060;826;24.87
12489065;875;17.26
12524005;1774;15.53
12524010;1017;11.13
12524015;952;8.45
12524020;958;11.98
12524025;543;11.39
12524030;749;11.62
12524035;1291;10.12
12524040;1241;13.84
12524045;513;18.39
12524050;800;26.27
12524055;475;25.24
12524060;676;17.6
12524075;26;10.87
12524080;608;27.82
12524090;483;15.87
12524095;642;16.91
12524100;416;22.32
12524105;529;17.39
12526005;531;8.99
12526010;925;9.09
12526015;949;9.11
12526020;679;7.88
12526025;657;9.55
12526030;713;10.75
12526035;1587;9.66
12526040;526;24.51
12527005;476;9.26
12527010;1483;15.08
12527015;460;9.29
12527020;806;11.2
12527025;560;7.06
12527030;517;5.61
12527035;520;9.2
12527040;1077;11.49
12529010;1028;13.77
12529015;804;9.38
12529025;785;10.64
12529030;501;11.36
12529035;642;19.39
12529040;575;12.26
12529045;588;26.06
12529050;552;25.74
12529055;586;20.7
12529060;529;13.5
12555005;550;12.84
12555010;537;13.31
12555015;388;18.6
12555020;962;18.82
12555025;443;17.27
12555030;522;15.96
12555035;503;20.77
12555040;549;32.89
12555045;516;16.85
12555050;815;28
12555055;1154;10.57
12555060;980;12.09
12555065;495;8.42
12555070;482;7.47
12555075;578;7.93
12555080;734;10.48
12555085;430;14.96
12555090;424;17.28
12555095;777;11.62
12555100;319;9.44
12555105;376;11.25
12555110;583;12.15
12555115;403;10.08
12555120;634;35.1
12555125;611;20.87
12555130;151;21.77
12557005;804;21.44
12557010;455;14.6
12557015;434;10.31
12557020;1262;23.55
12557025;240;21.7
12557030;197;20.16
12557035;429;23.83
12557040;226;11.93
12557045;168;20.15
12557050;726;17.72
12557055;678;24.85
12557060;399;15.91
12557065;619;8.93
12557070;1160;20.74
12557075;1248;8.04
12557080;12;4.5
12557085;899;9.14
12557090;278;7.73
12557095;936;13.56
12557100;999;5.75
12559005;544;15.07
12559010;938;10.93
12559015;578;8.2
12559020;576;17.98
12559025;852;10.56
12559030;797;30.33
12559035;415;7.01
12559040;520;9.4
12559045;919;10.37
12559050;1657;9.03
12559055;993;9.77
12559060;1208;8.97
12587010;773;10.2
12587015;549;13.8
12587020;441;17.54
12587025;497;12.77
12587030;900;12.95
12587035;683;19.09
12587040;1029;14
12587045;299;12.15
12587050;831;13.02
12587055;422;8.46
12587060;816;17.51
12587065;653;11.51
12587070;395;11.49
12587075;631;8.96
12587080;591;11.25
12589005;1742;10.76
12589010;1270;6.25
12589015;817;7.96
12589020;964;10.35
12589025;746;7.65
12619006;563;28.82
12619007;81;15.23
12619010;456;11.11
12619015;271;17.11
12619020;280;23.5
12619025;322;15.08
12619030;922;13.53
12619035;569;23.13
12619040;426;21.44
12619045;454;20.15
12619050;491;23.77
12619055;329;21.81
12619060;439;21.03
12619065;268;21.14
12619070;438;14.05
12619075;480;17.74
12619080;476;22.56
12619085;451;20.97
12619090;637;15.9
12619095;285;25.4
12619100;169;16.08
12619105;633;14.66
12619110;288;30.64
12619115;490;28.57
12619120;240;26.96
12619125;292;27.64
12619130;702;24.06
12619135;453;25.52
12619140;474;25.52
12619145;194;21.07
12621005;88;9.58
12621010;1340;9.53
12621015;1466;9.97
12621020;1087;8.4
12621025;1214;14.01
12621030;939;12.11
12621040;486;7.75
12621045;1231;9.44
12621055;606;10.07
12621060;892;10.91
12623005;1467;11.59
12623010;1392;8.18
12623015;1417;11.06
12623020;1581;9.47
12623025;1438;10.32
12623030;1372;11.64
12623035;1079;12.91
12623040;1169;11.62
12623045;1474;9.47
12623050;1690;10.58
12623055;595;9.66
12623060;1037;9.83
12623065;229;9.21
12627010;205;18.51
12627015;327;24.87
12627020;222;19.29
12627025;950;23.36
12627030;909;25.19
12627035;219;21.13
12627040;391;23.78
12627045;228;16.42
12627050;362;22.17
12627055;549;23.15
12627060;342;25.81
12627065;431;20.99
12627070;370;22.01
12627075;533;21.91
12627080;366;11.99
12627085;482;23.54
12627090;442;24.74
12627095;487;14.38
12627100;368;18.94
12627105;472;12.79
12627110;485;12.54
12627115;467;18.89
12627120;433;15.9
12627125;456;18.39
12627130;629;18.27
12627135;441;14.7
12627140;467;23.4
12627145;326;19.57
12627150;279;23.39
12627155;452;26.76
12627160;432;22.24
12627165;371;18.67
12627170;338;19.39
12627175;818;21.44
12627180;917;26.73
12627185;518;29.44
12627190;473;22.12
12629005;391;23.62
12629010;594;26.09
12629015;351;18.9
12629020;485;27.59
12629025;533;26.79
12629030;372;20.88
12629035;374;26.18
12629040;457;18.04
12629045;502;26.55
12629050;494;24.16
12629055;326;21
12629060;223;13.08
12629065;263;32.73
12629070;228;21.07
12629075;249;32.39
12629080;130;19.1
12629085;307;25.49
12629090;552;21.7
12679005;693;18.47
